COPD_number,Some college or associate's degree 2014-18,Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Total Hospitals (2019),19-Oct,High school diploma only 2014-18,Employed_2018,Family Medicine/General Practice Primary Care (2019),Active Physicians per 100000 Population 2018 (AAMC),CI90UBINC_2018,Percent of Population Aged 60+,Median_Household_Income_2018,R_DOMESTIC_MIG_2018,Hawaiian/Pacific Islander-alone pop,Bachelor's degree or higher 2014-18,R_INTERNATIONAL_MIG_2018,Total Specialist Physicians (2019),Unemployed_2018,Total physician assistants (2019),anycondition_prevalence,N_POP_CHG_2018,Active Primary Care Physicians per 100000 Population 2018 (AAMC),White-alone pop,diabetes_number,Two or more races pop,GQ_ESTIMATES_2018,CI90LBINC_2018,CKD_prevalence,Less than a high school diploma 2014-18,county_pop2018_18 and older,Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),70-79,80+,0-9,Total nurse practitioners (2019),diabetes_prevalence,Heart disease_prevalence,50-59,CKD_number,Active General Surgeons per 100000 Population 2018 (AAMC),COPD_prevalence,POP_ESTIMATE_2018,Obesity_prevalence,Asian-alone pop,20-29,Native American/American Indian-alone pop,Civilian_labor_force_2018,Population Aged 60+,40-49,30-39,Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),R_NET_MIG_2018,Black-alone pop,R_death_2018,60-69,anycondition_number,R_birth_2018,Heart disease_number,Internal Medicine Primary Care (2019)
1068,2967,71.9,0.169790793,1484,3458,5466,3.994182029,228.7,52773,22.6,48004,259,9,907,14,14.97437695,237,3.895820466,49.4,23,79.1,9339,1572,186,132,43235,3.9,1447,9781,6.1,1111,404,1277,5.638225292,16.1,9.3,2046,381,7.0,10.9,12318,36.8,147,1399,81,5703,2798,1480,1379,202.9,113,2556,12.4,1738,4831,7.9,912,5.829093562
466,1711,66.5,0.148416766,967,2152,2235,2.727690154,224.8,52654,18.8,48529,543,10,681,3,9.619563133,103,1.658124591,48.3,-87,72.9,6895,812,179,1428,44404,3.1,1225,6394,5.4,528,302,992,2.809418698,12.7,7.4,929,198,6.2,7.3,8145,37.3,54,1444,149,2338,1647,984,1170,199.9,392,858,8.4,829,3086,12.6,475,3.081847177
254,1309,105.6,0.162973701,376,1664,3487,4.594306233,276.9,88906,12.2,82633,59,135,675,21,6.565511948,128,2.685185738,39.3,-3,112.8,1910,571,244,2528,76360,2.3,459,5085,8.5,129,35,364,3.725113162,11.2,5.3,1100,119,9.6,5.0,5723,30.4,2359,994,674,3615,707,1112,968,256.7,56,401,1.9,645,1996,5.4,268,1.691822228
289,1298,79.6,0.268713565,673,1497,2785,4.044483651,237.6,65864,28.0,61634,2,1,753,17,6.221752533,55,1.564050747,45.3,-63,87.0,5022,466,79,155,57404,3.2,281,4057,9.7,394,380,628,3.148771769,11.5,8.4,753,128,10.5,7.1,5237,35.5,54,550,47,2840,1514,615,533,217.1,92,34,14.2,711,1839,10.1,340,2.418422081
389,1147,88.0,0.245180057,525,1481,2170,2.570012379,247.1,47888,33.4,43371,368,2,492,13,5.043704021,97,1.711882181,45.9,6,91.5,4327,550,107,52,38854,4.1,365,3787,9.4,510,250,434,2.206620509,14.5,10.7,684,156,9.8,10.3,4651,35.1,87,385,92,2267,1594,501,426,236.2,367,36,13.6,936,1736,8.2,407,1.506106062
8114,18857,88.2,1.719826174,13695,34419,47727,62.25943597,320.5,51813,27.4,48788,270,27,17857,6,231.3295839,2360,48.9934401,51.5,-868,100.8,101015,11046,2049,6355,45763,3.4,8046,89220,7.2,9902,6788,11011,60.52232511,12.4,8.5,15889,2998,8.7,9.1,110683,35.9,857,13394,246,50087,31083,12678,11568,273.3,157,6489,13.0,15758,45947,10.0,7570,89.67294664
859,1689,71.2,0.170121716,998,2149,2647,3.146409551,217.1,31696,27.6,28524,29,0,589,3,10.68229624,191,0.90113978,62.4,-85,77.2,1519,1641,68,45,25352,5.8,1406,6408,6.9,750,447,993,4.27325537,25.6,12.5,1098,369,7.6,13.4,8233,45.6,22,996,27,2838,2352,798,866,196.7,27,6597,11.8,1287,3996,12.0,802,3.848793268
1935,5695,66.5,0.394429626,1887,4295,8230,7.249058449,224.8,57921,45.5,54019,540,8,4251,12,25.56477146,313,4.406600969,49.7,441,72.9,20742,2918,293,137,50117,4.4,2321,18288,5.4,3553,2027,1783,7.466258702,16.0,12.1,2856,800,6.2,10.6,21646,33.6,133,1714,205,8543,9184,1875,1673,199.9,230,265,15.6,4278,9093,8.2,2211,8.190259546
837,1441,71.9,0.112863047,863,2283,2753,2.655005882,228.7,46525,28.8,42054,311,3,571,42,9.953742368,172,2.589623151,54.9,-72,79.1,4676,1307,133,89,37583,4.7,1770,6605,6.1,903,355,849,3.747831522,19.8,11.0,1300,313,7.0,12.7,8188,38.4,26,862,31,2925,2395,886,880,202.9,168,3319,14.8,1290,3624,8.6,728,3.874705154
9090,21426,88.2,2.195779984,18198,41988,68545,79.48944223,320.5,63662,24.9,61087,16,93,19335,29,295.3489589,2677,62.55214436,42.8,1748,100.8,131077,12869,2291,3671,58512,3.1,12316,109171,7.2,11698,7450,17392,77.27159411,11.8,7.7,18716,3419,8.7,8.3,141314,33.4,2201,16902,486,71222,34280,16615,16725,273.3,240,5166,10.6,17618,46767,11.2,8445,114.4895131
2379,5263,71.9,0.359747516,3146,6742,11258,8.462750185,228.7,51700,27.5,47171,282,9,2785,12,31.72724989,423,8.254344727,47.9,343,79.1,20327,3335,431,680,42642,4.1,3598,20628,6.1,2671,1306,2851,11.94609855,16.2,10.1,3655,849,7.0,11.5,26099,33.7,281,3013,56,11681,7015,3081,2800,202.9,290,4995,11.3,3576,9888,9.7,2092,12.35050437
6551,24669,78.1,1.110031376,12214,17478,39784,39.88184159,255.0,54611,23.7,50748,26,193,17352,4,148.4567856,1744,42.04243838,44.8,158,86.2,73759,9807,2976,5437,46885,3.3,7957,80681,6.2,8900,4666,12571,46.75016073,12.2,8.0,11841,2660,7.1,8.1,102912,30.5,3222,17597,670,41528,24450,10366,12139,223.5,75,22092,9.8,12618,36123,13.2,6420,50.10007685
11237,38556,72.3,2.561174219,20791,29874,73082,86.89433112,229.5,68447,31.8,65843,188,261,52480,9,239.4883487,2435,38.93727183,37.9,2223,80.1,147015,16977,3639,5534,63239,3.4,9298,153692,6.2,25294,10537,19320,78.72826839,11.0,7.9,22135,5240,7.0,7.3,188715,28.4,2620,23006,801,75517,56939,18838,19431,205.0,268,34379,9.0,29363,58238,10.2,12183,79.32216386
365,1767,79.6,0.328952198,802,1347,2892,4.951152317,237.6,64831,30.9,59161,387,0,1096,13,7.616508591,100,1.914670487,42.2,-125,87.0,5971,599,147,232,53491,3.3,407,5070,9.7,634,379,733,3.85464499,11.8,8.5,868,166,10.5,7.2,6411,33.4,44,691,201,2992,2058,605,660,217.1,357,48,13.6,1039,2138,9.3,433,2.960569784
1359,4351,81.7,0.200956011,1816,4295,9026,7.80588505,263.2,56687,32.9,51414,379,17,2676,8,24.60036501,341,4.400099323,50.3,94,90.3,12326,2161,516,70,46141,3.9,1834,14467,6.3,2088,1018,1856,9.373760593,14.9,9.4,2619,559,7.3,9.4,17830,35.4,158,1914,148,9367,5792,1736,1861,231.8,174,4665,12.4,2922,7271,10.6,1357,8.892303484
761,1674,79.0,0.201864636,1424,2530,4832,4.527062646,273.1,50097,23.6,45767,362,10,1606,2,17.97753496,141,1.100327726,46.6,15,86.6,9279,958,219,718,41437,3.3,761,7938,6.3,791,520,1215,5.653864423,12.1,8.5,1313,259,7.0,9.6,10137,33.9,37,1346,78,4973,2395,1007,1168,236.3,168,514,6.8,1353,3700,11.0,675,6.305787918
5539,15267,66.5,1.572962609,12309,20993,30414,28.90882715,224.8,56054,18.3,52577,539,92,5056,25,101.9508347,1889,17.5732706,51.5,2514,72.9,74485,8443,1464,5093,49100,3.2,12071,63455,5.4,4969,2084,12696,29.77500924,13.3,7.8,10916,2047,6.2,8.7,86323,40.1,656,12059,1011,32303,14641,11038,11440,199.9,533,8615,9.7,8812,32693,13.3,4975,32.66228286
4591,11064,75.0,1.868721641,9246,14318,27702,35.78177233,207.6,49501,20.1,45788,135,58,8860,25,77.23341601,1296,4.438213898,48.5,345,79.9,58973,6208,1400,3568,42075,3.1,6117,49491,6.5,4580,2420,8000,27.71229252,12.5,8.5,8018,1553,7.0,9.3,64000,33.9,806,10143,608,28998,12757,7157,7692,188.2,131,2155,9.1,6744,24005,12.5,4202,19.0906904
6644,19413,75.0,3.169760686,15441,23120,52462,60.69371314,207.6,48176,18.5,45615,41,61,17809,25,131.0047684,1658,7.52818163,49.9,1521,79.9,87000,9386,1925,3754,43054,2.9,7370,81468,6.5,6519,3636,15150,47.00611018,11.5,7.5,12273,2384,7.0,8.2,108558,37.9,1355,16834,587,54120,19242,12977,15145,188.2,104,17630,9.3,10583,40631,13.4,6085,32.38198701
640,1942,66.5,0.204303103,1509,2254,4782,3.754801965,224.8,39023,22.0,35156,49,13,672,25,13.24180993,267,2.282491457,53.9,-60,72.9,10807,1653,68,663,31289,4.5,2386,8425,5.4,989,513,1601,3.867305394,19.6,9.8,1309,383,6.2,7.6,11212,41.6,52,1601,99,5049,2513,1271,1326,199.9,276,173,12.9,1093,4543,12.7,822,4.242316827
1168,1872,72.9,0.235688284,1244,2586,4028,4.264835617,230.9,39866,25.2,35906,34,1,918,0,14.4914625,173,2.21322522,57.1,-49,77.3,9683,1299,120,121,31946,4.1,1615,7667,7.6,835,467,1315,6.585804053,16.9,12.0,1449,314,8.3,15.2,10030,39.1,30,1150,29,4201,2518,1173,1098,214.6,168,167,13.8,1299,4381,11.6,922,4.433184391
815,1827,78.1,0.091510283,1031,2249,2993,3.287833723,255.0,43781,29.6,39502,362,9,815,7,12.23868323,186,3.465951951,51.4,-50,86.2,7510,1005,197,94,35223,4.0,1151,6790,6.2,932,506,850,3.854053596,14.8,11.1,1188,273,7.1,12.0,8484,34.3,47,879,679,3179,2550,975,887,223.5,5,42,11.5,1236,3490,8.9,754,4.130218556
2710,7474,74.4,0.714848657,4676,10448,17722,17.99577338,230.8,57400,22.3,53809,126,19,4727,9,47.14751823,654,4.576114508,44.1,1,80.3,35081,3585,457,1339,50218,3.0,2253,28428,6.1,2638,1632,4200,18.699791,12.6,7.7,5174,858,6.5,9.5,36240,36.4,215,4728,205,18376,8144,4305,4266,212.0,117,263,10.7,4621,12547,11.3,2186,14.24823346
1984,4438,66.5,0.463162351,3598,5444,10609,8.512268671,224.8,46358,22.5,41961,104,20,2366,1,30.01965079,480,5.174488748,52.8,107,72.9,19848,3000,380,158,37564,4.0,4072,18858,5.4,1953,1088,3551,8.76731792,15.9,10.0,3213,755,6.2,10.5,25418,39.0,384,3106,260,11089,5778,3060,2857,199.9,131,4526,11.8,2992,9951,13.9,1889,9.617482082
4670,14976,78.1,0.72871696,8774,13198,29421,26.18175935,255.0,61644,22.4,57710,247,53,9526,14,97.459387,1221,27.60015486,48.8,1527,86.2,47441,7238,1376,1524,53776,3.5,7114,52764,6.2,4950,2474,7710,30.69069554,13.7,8.1,10100,1823,7.1,8.9,67560,36.1,471,7963,635,30642,14275,9048,7829,223.5,483,17584,9.2,8712,25744,10.5,4283,32.88985922
1066,4888,96.0,0.447801612,2386,5403,9980,12.36214528,302.7,55111,29.8,50821,147,23,2850,12,33.08442932,323,6.389106461,42.6,-73,104.9,19135,1765,230,348,46531,3.4,1028,15479,6.6,1797,1500,2302,10.1548712,11.4,8.2,2658,524,7.4,6.9,19785,33.6,133,1969,107,10303,5976,2007,2200,265.0,64,157,11.4,2966,6592,11.3,1266,11.33608017
174,324,66.5,0.040160903,276,598,948,0.738100565,224.8,46876,26.0,42164,526,1,142,0,2.603010085,31,0.448680982,57.0,-33,72.9,2014,374,72,12,37452,5.2,517,1704,5.4,194,134,270,0.760215937,22.0,12.0,300,88,6.2,10.2,2204,44.8,44,284,50,979,586,216,233,199.9,521,23,6.3,297,972,14.4,205,0.833933846
485,1104,66.5,0.110314929,707,1433,2445,2.027432313,224.8,48554,28.6,43827,248,0,610,35,7.150010461,76,1.23244767,51.7,22,72.9,5582,732,114,698,39100,4.0,1092,4836,5.4,661,387,631,2.088179349,15.1,10.5,692,192,6.2,10.0,6054,37.9,33,941,85,2521,1673,557,701,199.9,218,240,11.1,777,2501,9.3,506,2.290669467
1098,1899,72.9,0.283953861,1582,3399,5969,5.138212721,230.9,54784,23.8,50246,182,6,1434,75,17.45910596,232,2.66646197,54.2,145,77.3,11077,1372,192,205,45708,3.5,1352,9206,7.6,884,573,1556,7.934482171,14.9,9.8,1786,319,8.3,11.9,12084,37.1,109,1414,26,6201,2857,1490,1267,214.6,412,674,11.7,1532,4993,11.5,904,5.341036908
457,1231,94.8,0.037664319,372,1007,2139,1.470269814,375.1,63450,37.0,59020,181,4,681,4,11.0969068,157,2.017763806,45.9,-47,112.9,4268,556,68,79,54590,4.0,617,3861,7.4,607,282,267,2.861353801,14.4,10.2,745,155,10.2,11.8,4434,32.2,35,374,14,2296,1721,429,359,304.1,169,45,15.5,999,1772,3.6,393,4.70123311
769,3529,96.0,0.345136557,2082,4001,7340,9.527943058,302.7,60253,28.0,56760,369,9,1934,9,25.49934105,274,4.924310559,42.7,6,104.9,13594,1301,338,373,53267,3.3,957,11471,6.6,1313,1004,2026,7.82671877,11.3,8.0,2052,377,7.4,6.7,15249,33.7,417,1583,755,7614,4318,1542,1694,265.0,402,136,11.4,1953,4900,12.2,913,8.737118349
3952,17068,80.5,3.883877239,10206,15510,35216,49.98745597,227.6,76864,19.0,70807,36,171,17127,11,106.5411792,1330,23.24738031,44.5,320,88.0,68980,6941,2713,6504,64750,2.7,4384,62068,6.3,5157,2599,10811,45.88004623,11.2,6.2,10632,1657,6.8,6.4,81352,35.7,1248,10059,720,36546,15061,10635,12265,206.5,21,7520,7.6,8988,27633,12.0,3825,33.66958326
2397,5972,61.2,0.965459915,4591,6343,9797,10.69807603,191.3,39707,20.4,36236,29,19,2285,7,32.97191892,510,1.043476878,56.9,-268,65.9,17272,3462,486,390,32765,3.9,4081,21020,6.7,1939,1128,4271,20.34292306,16.5,9.8,3435,822,7.1,11.4,29125,42.6,129,3589,5007,10307,5993,3385,3420,174.8,172,6212,13.0,3367,11970,14.3,2058,11.4977499
9798,32438,83.7,2.585385,21595,34633,74179,72.04428509,292.7,71427,21.0,67654,156,76,28000,14,303.60949,3128,29.79856113,48.7,1225,93.7,136187,13687,3383,2891,63881,2.8,7872,118380,7.1,10957,5586,19470,80.48010316,11.6,7.3,21714,3365,8.3,8.3,155782,37.1,2700,18410,402,77307,31843,20747,19557,248.6,228,13034,8.8,17746,57634,11.0,8627,105.3611021
3260,10117,74.4,1.321582372,9748,9025,34933,33.26983501,230.8,93600,17.9,85876,218,30,20445,1,87.16436462,971,8.460129578,36.7,1213,80.3,62294,4691,1089,574,78152,2.4,2699,49281,6.1,3908,2042,9488,34.57139341,9.5,5.6,9158,1186,6.5,6.6,66999,29.3,2049,7567,188,35904,11259,9319,8786,212.0,358,1349,7.0,6983,18062,12.7,2778,26.34153955
1885,3734,75.0,0.507065938,2064,5176,5522,9.709160286,207.6,38888,32.2,36032,142,12,1397,12,20.95680472,276,1.204281602,53.4,166,79.9,16576,2328,349,189,33176,4.5,2027,13794,6.5,2100,1141,1855,7.519557373,16.9,13.3,2327,616,7.0,13.7,17366,39.3,96,1708,174,5798,5487,1928,1603,188.2,9,159,13.8,2640,7361,10.4,1831,5.180139524
2480,4246,77.8,0.438681036,3403,7989,9065,9.483139611,253.1,42711,20.8,38849,374,3,1570,0,38.53908266,554,4.547024303,59.9,-283,85.1,16073,3410,402,1984,34987,3.9,4127,19998,7.4,1893,836,3025,21.92642256,17.0,9.8,3533,779,8.1,12.4,25825,43.8,163,3572,204,9619,5499,3208,3395,225.8,47,8980,10.9,2960,11972,12.0,1954,13.6830337
1124,4121,80.5,0.905897465,2555,5350,9836,11.65935659,227.6,74512,25.0,69246,110,20,2899,7,24.85026644,331,5.422350296,44.6,-15,88.0,18194,1703,379,235,63980,3.0,858,14647,6.3,1537,848,2192,10.70132114,11.6,7.5,2985,434,6.8,7.7,18975,35.8,48,1874,190,10167,4716,2230,2147,206.5,279,144,7.9,2607,6530,10.5,1097,7.853283783
802,2942,66.5,0.213231797,1376,2433,6086,3.918898733,224.8,70470,34.3,64832,522,11,2297,32,13.82051906,164,2.382243581,47.8,189,72.9,11043,1335,176,23,59194,3.5,791,9567,5.4,1340,538,1018,4.03631892,14.0,9.2,1871,338,6.2,8.4,11702,33.9,129,1045,151,6250,3806,1346,1100,199.9,480,192,9.9,2068,4572,8.4,876,4.427719542
4456,14250,94.8,0.545894786,6789,15212,30236,21.30962779,375.1,59554,27.7,56694,118,24,14339,2,160.8350735,1473,29.24483332,37.9,-163,112.9,61469,5801,1117,641,53834,3.1,3989,52522,7.4,6234,3400,6143,41.47156112,11.0,7.9,10069,1650,10.2,8.5,64265,29.0,587,7333,200,31709,17940,7439,7187,304.1,117,868,10.5,9671,19901,8.6,4124,68.13819257
1136,1725,89.4,0.301454399,1093,3516,4096,6.680444803,263.4,48052,28.1,43717,11,0,764,7,15.08886929,230,3.595920329,57.7,-95,100.1,9540,1273,101,106,39382,3.8,1262,7778,9.2,957,527,999,5.070893638,16.4,11.8,1500,296,10.5,14.6,9721,40.2,19,1013,18,4326,2814,1179,975,231.6,11,43,14.8,1478,4487,9.1,917,5.253919523
131,482,101.0,0.02486164,179,408,861,0.80616926,303.4,65151,32.8,58838,504,1,241,6,2.511433257,37,0.471963601,45.8,-33,109.4,1594,182,43,0,52525,3.7,107,1401,8.3,190,135,168,0.856300109,13.0,9.8,249,53,9.2,9.4,1708,33.2,11,134,50,898,536,197,190,271.5,20,9,6.4,266,642,8.7,137,1.047041876
2780,6929,81.7,0.345445975,3285,7246,12121,13.41841709,263.2,48926,32.2,44832,43,30,4180,9,42.28834478,515,7.563827495,53.2,-62,90.3,19080,4236,543,925,40738,4.4,4419,24969,6.3,3609,1853,2977,16.11361538,17.0,10.7,4503,1107,7.3,11.1,30650,38.4,272,3178,111,12636,9967,3346,2969,231.8,163,10614,15.7,4930,13283,9.7,2663,15.2859844
892,1975,71.9,0.141244216,1442,2501,4351,3.322648421,228.7,38669,26.3,34984,274,6,1085,0,12.45676576,209,3.240824186,54.0,-57,79.1,4749,1454,97,134,31299,4.7,1380,7674,6.1,924,486,1348,4.690282072,18.9,10.3,1361,359,7.0,11.6,10247,38.6,74,1208,58,4560,2739,1203,1086,202.9,279,5263,14.5,1189,4146,12.4,793,4.849060053
716,760,105.6,0.236444284,1544,2117,2169,6.665476962,276.9,34924,8.3,32728,71,1,190,24,9.525326875,539,3.895701062,55.7,73,112.8,319,895,212,9,30532,4.7,880,4912,8.5,197,91,2114,5.40444078,18.2,10.6,800,229,9.6,14.6,8303,43.1,41,1374,7658,2708,674,664,1005,256.7,67,72,12.8,514,2734,30.1,522,2.454516854
585,2604,77.9,0.393240488,1381,2398,4850,7.201633005,218.2,59717,29.4,54433,349,2,1612,12,13.62011758,129,2.842662172,44.9,-70,84.8,10035,885,151,439,49149,3.2,591,8199,6.5,860,721,1251,6.405154389,10.8,7.8,1331,258,6.9,7.1,10518,35.6,112,1236,40,4979,3095,1126,1127,193.1,229,178,10.3,1485,3683,10.1,640,4.258994438
14891,55882,87.5,2.682314908,38160,65856,140940,88.58181426,306.5,85597,20.9,81315,128,207,63633,5,512.5184143,6235,60.9081751,44.8,558,97.7,242119,23118,6532,4239,77033,2.7,14261,227968,6.7,20006,10611,32387,180.4674554,10.1,6.1,43575,6062,7.6,6.5,291408,34.7,9032,37144,810,147175,60833,38441,35929,271.0,171,32708,9.2,35155,102106,9.5,13997,231.2678829
21680,71981,83.7,5.135868248,40164,66521,144148,143.1159987,292.7,62411,23.5,59265,158,230,50672,56,603.120363,8220,59.19485259,45.7,1839,93.7,266758,33089,9234,8624,56119,3.2,21800,241295,7.1,24212,13824,36047,159.8737544,13.7,8.4,43722,7691,8.3,9.0,309461,35.2,4169,36494,1148,152368,71677,38807,35875,248.6,222,27922,9.9,40316,110292,10.3,20163,209.2998679
671,1258,71.9,0.091635752,914,1428,2640,2.155652064,228.7,41798,21.6,37593,267,7,500,42,8.081641337,126,2.102566525,54.2,-36,79.1,4632,893,108,126,33388,4.6,1312,4955,6.1,519,198,925,3.04293893,18.0,10.9,844,226,7.0,13.6,6648,39.3,24,855,58,2766,1466,808,802,202.9,92,1819,10.1,783,2685,12.5,542,3.145950154
1463,2955,74.4,0.328684414,2225,5300,8778,8.274381123,230.8,58248,24.1,53271,357,6,1500,12,21.67823113,260,2.104078257,47.9,4,80.3,16153,1762,204,178,48294,3.4,1770,12874,6.1,1344,788,1942,8.59808547,13.7,8.9,2424,436,6.5,11.4,16663,36.9,64,1946,59,9038,4040,2046,1808,212.0,318,177,11.1,2140,6166,11.9,1150,6.551277982
1890,6183,71.9,0.376260697,3991,5059,11304,8.851208544,228.7,51493,19.2,46525,298,19,3384,39,33.18359861,607,8.63323683,48.9,416,79.1,14130,3188,529,1441,41557,3.6,2789,21597,6.1,1975,910,3114,12.49445006,14.8,7.8,3733,782,7.0,8.8,27297,37.7,318,4271,138,11911,5201,2918,3129,202.9,242,12163,9.9,3256,10555,11.6,1694,12.91741898
6699,23124,87.6,1.268121228,11113,22220,39232,53.04093162,287.0,68431,23.6,65209,118,12,11066,2,178.7962867,2137,33.31460141,48.7,-155,97.8,84603,7745,1286,1618,61987,3.1,5765,69853,6.7,7141,3248,9058,38.92427657,11.1,8.3,14517,2183,7.9,9.6,88028,36.7,596,10075,456,41369,20857,10845,9431,249.7,117,1075,9.9,12600,34019,8.8,5789,65.29943682
311,1238,80.3,0.275201268,810,1410,2955,3.728533309,239.2,60330,26.9,54635,281,11,798,49,8.122876137,91,2.432424111,42.4,-51,88.2,5508,472,76,70,48940,3.2,444,4250,6.2,496,276,787,3.092315324,11.1,7.7,728,134,6.8,7.3,5709,37.4,17,582,57,3046,1552,620,594,214.5,408,40,9.8,816,1802,13.6,328,2.645483157
2345,6135,61.2,1.055226969,4680,6133,13864,11.69276753,191.3,48347,19.5,44297,19,17,3211,6,36.03759982,559,1.140497835,53.2,193,65.9,26161,3223,455,234,40247,3.4,4730,23378,6.7,2065,1160,4475,22.23437836,13.8,8.6,4201,800,7.1,10.0,31833,40.8,126,3910,193,14423,6065,3846,4103,174.8,169,4881,8.9,3393,12445,13.8,2004,12.5667939
55051,135806,80.1,7.213278026,89949,163614,286603,275.234756,265.2,52896,26.0,51354,243,780,92267,70,967.4102784,12156,202.5368803,47.0,22179,86.8,558736,75763,15877,13542,49812,3.7,70084,551522,6.0,67138,34449,83742,410.8576793,13.7,9.3,85916,20347,6.9,10.0,708009,33.2,13737,90629,4725,298759,169578,83677,87852,240.7,248,114154,10.1,84657,259132,11.3,51440,385.4283812
8880,20759,77.8,1.662860173,11345,24905,51242,35.94669904,253.1,50878,24.9,47202,319,48,11714,35,146.0858811,1855,17.23590718,50.9,615,85.1,93234,11033,1433,980,43526,3.5,11002,77719,7.4,9065,3734,10763,83.11408934,14.2,9.5,14201,2713,8.1,11.4,97892,36.8,1257,11812,616,53097,23741,12394,10892,225.8,403,1304,10.6,13686,39579,10.8,7364,51.86677774
2649,5261,77.8,0.473028105,3637,7770,11418,10.22563364,253.1,47673,23.2,43491,50,5,2666,0,41.55654733,563,4.903039139,55.9,121,85.1,24902,3255,572,218,39309,3.7,3637,21503,7.4,2322,1159,3302,23.64317867,15.1,9.9,3932,796,8.1,12.3,27847,40.2,90,3193,93,11981,6460,3467,3356,225.8,282,2185,11.7,3479,12028,11.2,2136,14.75436358
255,1125,79.6,0.209398521,475,1066,1737,3.151716208,237.6,52526,30.6,47360,270,0,579,0,4.848381151,57,1.218806779,51.5,-32,87.0,3798,393,48,239,42194,3.6,243,3166,9.7,376,329,513,2.453721136,12.4,9.6,540,114,10.5,8.1,4081,39.9,4,425,195,1794,1309,433,408,217.1,380,36,11.7,582,1629,9.5,303,1.884586693
11535,43240,78.1,2.544555367,40472,35959,117099,91.42223926,255.0,82880,16.3,80428,282,172,50162,6,340.3115611,4151,96.37503453,40.3,4484,86.2,192500,18026,4690,2664,77976,2.7,14675,172613,6.2,13870,5860,30167,107.1666756,10.4,6.2,33901,4624,7.1,6.7,235908,32.0,7903,25221,1515,121250,36152,37203,26656,223.5,360,29128,6.3,22558,69524,10.3,10713,114.8457802
1535,3122,79.0,0.333792544,2169,4785,6693,7.485708204,273.1,42717,26.3,38765,260,12,1406,4,29.72668847,273,1.819442966,50.7,76,86.6,16164,1770,324,199,34813,3.7,2046,12803,6.3,1481,824,2118,9.348927242,13.8,10.0,2410,470,7.0,12.0,16762,37.9,47,1759,156,6966,4324,1822,1776,236.3,163,59,12.3,2403,6485,12.9,1284,10.426913
1791,4303,79.0,0.455683975,2950,7256,10651,10.21927341,273.1,64251,24.3,58693,133,25,2189,7,40.58201958,397,2.483851175,49.8,44,86.6,21912,2184,377,311,53135,3.2,2035,17740,6.3,1935,982,2671,12.76288641,12.3,8.3,3423,563,7.0,10.1,22883,35.7,85,2581,145,11048,5551,2753,2570,236.3,101,339,12.4,3018,8830,10.8,1480,14.23452155
4639,12282,68.5,2.600759457,12308,11817,37565,47.02173099,206.7,51274,16.2,47748,141,84,16171,41,96.99792472,1135,26.79822545,41.5,173,73.9,66048,6077,4573,7794,44222,2.6,3603,66227,5.8,4471,2621,8756,23.53167157,9.2,6.5,7296,1718,6.2,7.0,82040,31.4,3792,22938,4351,38700,13033,7313,9376,189.1,216,3192,7.3,6961,27454,10.3,4307,27.44321379
20752,111724,81.7,5.073930769,53990,65338,225695,197.0904983,263.2,78423,18.1,76520,69,798,107434,35,621.1336916,6647,111.0979425,40.0,227,90.3,303731,35378,18988,9620,74617,2.5,20860,350616,6.3,27997,14967,55744,236.677729,10.1,5.6,58031,8878,7.3,5.9,450189,31.3,33383,69587,2073,232342,81616,54053,68831,231.8,71,91216,7.4,46989,140131,12.6,19518,224.5214365
10272,25413,88.2,2.405873401,19314,45685,74218,87.09503508,320.5,65395,24.9,60744,255,97,22455,13,323.6081072,2846,68.53716739,43.2,348,100.8,143036,14177,3131,2613,56093,3.2,13451,120430,7.2,13340,8109,18622,84.66498205,11.8,7.8,21157,3794,8.7,8.5,154835,32.8,1769,17789,505,77064,38030,19055,18110,273.3,274,6297,10.5,19339,52067,11.9,9449,125.4439317
121,618,84.8,0.195247298,406,688,1781,1.853136636,240.4,77359,28.5,69991,371,0,651,0,3.281524764,48,1.383858042,38.2,28,92.8,2707,214,78,0,62623,2.8,123,2291,8.6,279,135,385,1.620210035,9.4,7.0,397,64,9.2,5.3,3022,30.6,8,297,208,1829,852,357,342,219.1,151,21,4.0,424,876,10.6,160,1.161207615
1281,3393,75.0,0.396898957,1442,3825,4599,7.599712989,207.6,41815,31.3,37828,118,2,1397,2,16.4036535,270,0.942635024,50.8,-87,79.9,12915,1662,207,993,33841,3.9,1511,11146,6.5,1587,937,1247,5.885831128,14.9,11.4,1965,438,7.0,11.5,13593,34.6,71,1407,117,4869,4226,1574,1439,188.2,117,281,14.2,1995,5660,8.4,1276,4.054683666
1396,3516,97.6,0.160383126,2280,3982,9810,5.501141208,386.0,60761,31.6,55514,291,11,4759,9,44.04762162,444,7.38083144,44.0,-54,116.2,15772,2102,370,1504,50267,3.5,1672,16317,7.5,2406,1348,1617,10.72321578,12.9,8.8,2706,578,9.6,8.6,19383,32.6,267,2451,63,10254,6220,1726,1911,306.1,237,2900,15.2,2938,7172,7.5,1429,18.24518437
